XcmI,0.8275
AanI_Acc36I,0.937
AanI_AccB7I,0.9283
AanI_AclWI,0.9311
AanI_AcsI,0.4796
AanI_AcuI,0.8432
AanI_AflII,0.707
AanI_AflIII,0.7862
AanI_AgeI,0.3601
AanI_AgsI,0.8787
AanI_AhdI,0.3958
AanI_AhlI,0.4908
AanI_AjnI,0.974
AanI_AjuI,0.5967
AanI_AluBI,0.9717
AanI_Alw21I,0.9297
AanI_AlwNI,0.9393
AanI_Ama87I,0.9147
AanI_AseI,0.7506
AanI_Asp700I,0.3428
AanI_AspA2I,0.45
AanI_AsuHPI,0.9833
AanI_AsuII,0.3602
AanI_AxyI,0.9175
AanI_BaeGI,0.8747
AanI_BalI,0.8723
AanI_BamHI,0.5559
AanI_BanII,0.9591
AanI_BauI,0.7115
AanI_BbsI,0.8384
AanI_BbvI,0.9408
AanI_BccI,0.9586
AanI_BciT130I,0.9728
AanI_BciVI,0.5326
AanI_BclI,0.3752
AanI_BfaI,0.9147
AanI_BfmI,0.828
AanI_BfuCI,0.8818
AanI_BglII,0.6977
AanI_BlpI,0.9305
AanI_BmcAI,0.6133
AanI_BmrI,0.9584
AanI_BmtI,0.713
AanI_BplI,0.835
AanI_BpmI,0.9715
AanI_Bpu10I,0.7314
AanI_BpuEI,0.9655
AanI_BsaJI,0.971
AanI_BsaWI,0.8839
AanI_BsaXI,0.8612
AanI_Bse118I,0.8889
AanI_Bse1I,0.9931
AanI_Bse3DI,0.8307
AanI_BseGI,0.9567
AanI_BseMII,0.9504
AanI_BseRI,0.9052
AanI_BsgI,0.9736
AanI_BshFI,0.966
AanI_BsiSI,0.8927
AanI_BsmI,0.8956
AanI_Bsp1286I,0.9551
AanI_Bsp1407I,0.3215
AanI_Bsp19I,0.7421
AanI_BspCNI,0.9482
AanI_BspHI,0.4574
AanI_BspMAI,0.8096
AanI_BspQI,0.8326
AanI_BssT1I,0.9845
AanI_Bst6I,0.8991
AanI_BstDEI,0.9567
AanI_BstDSI,0.9525
AanI_BstEII,0.5992
AanI_BstENI,0.8807
AanI_BstKTI,0.8833
AanI_BstNSI,0.7082
AanI_BstX2I,0.8311
AanI_BstXI,0.5609
AanI_BtsI,0.9214
AanI_BtsIMutI,0.976
AanI_CsiI,0.5827
AanI_Csp6I,0.93
AanI_CspCI,0.5947
AanI_CviAII,0.851
AanI_DraI,0.896
AanI_Eco147I,0.9236
AanI_Eco32I,0.6359
AanI_EcoO109I,0.9774
AanI_EcoT22I,0.4988
AanI_FaeI,0.8421
AanI_FalI,0.7163
AanI_FatI,0.8522
AanI_FauNDI,0.7038
AanI_FokI,0.9345
AanI_HindIII,0.5994
AanI_Hpy188I,0.9257
AanI_HpyCH4V,0.977
AanI_KpnI,0.6043
AanI_MaeIII,0.9209
AanI_MboII,0.9741
AanI_MfeI,0.3813
AanI_MluCI,0.794
AanI_MlyI,0.9638
AanI_MnlI,0.9821
AanI_MseI,0.8807
AanI_MslI,0.8554
AanI_MssI,0.3515
AanI_NmeAIII,0.8999
AanI_PacI,0.3474
AanI_PaeI,0.8528
AanI_PaeR7I,0.6097
AanI_PasI,0.9244
AanI_PciI,0.5303
AanI_PflFI,0.523
AanI_PpuMI,0.9344
AanI_Psp124BI,0.9333
AanI_PvuII,0.9492
AanI_SbfI,0.358
AanI_SmiI,0.3403
AanI_SmlI,0.9395
AanI_SspI,0.8241
AanI_TaqI,0.9325
AanI_TatI,0.8637
AanI_Tru9I,0.8807
AanI_TscAI,0.9705
AanI_Tsp45I,0.9327
AanI_TspDTI,0.7154
AanI_XbaI,0.6793
AanI_XcmI,0.9423
Acc36I_AccB7I,0.9006
Acc36I_AclWI,0.9524
Acc36I_AcsI,0.9244
Acc36I_AcuI,0.9259
Acc36I_AflII,0.954
Acc36I_AflIII,0.9307
Acc36I_AgeI,0.9561
Acc36I_AgsI,0.8897
Acc36I_AhdI,0.9767
Acc36I_AhlI,0.942
Acc36I_AjnI,0.9699
Acc36I_AjuI,0.8448
Acc36I_AluBI,0.9793
Acc36I_Alw21I,0.9779
Acc36I_AlwNI,0.9176
Acc36I_Ama87I,0.9375
Acc36I_AseI,0.9648
Acc36I_Asp700I,0.8952
Acc36I_AspA2I,0.9272
Acc36I_AsuHPI,0.9795
Acc36I_AsuII,0.9486
Acc36I_AxyI,0.9704
Acc36I_BaeGI,0.9156
Acc36I_BalI,0.9743
Acc36I_BamHI,0.9211
Acc36I_BanII,0.9485
Acc36I_BauI,0.9081
Acc36I_BbsI,0.9431
Acc36I_BbvI,0.9524
Acc36I_BccI,0.9791
Acc36I_BciT130I,0.9684
Acc36I_BciVI,0.9153
Acc36I_BclI,0.942
Acc36I_BfaI,0.9793
Acc36I_BfmI,0.9369
Acc36I_BfuCI,0.9597
Acc36I_BglII,0.9593
Acc36I_BlpI,0.9218
Acc36I_BmcAI,0.9547
Acc36I_BmrI,0.9608
Acc36I_BmtI,0.9305
Acc36I_BplI,0.9038
Acc36I_BpmI,0.9703
Acc36I_Bpu10I,0.966
Acc36I_BpuEI,0.97
Acc36I_BsaJI,0.9721
Acc36I_BsaWI,0.9206
Acc36I_BsaXI,0.8773
Acc36I_Bse118I,0.9537
Acc36I_Bse1I,0.9906
Acc36I_Bse3DI,0.9009
Acc36I_BseGI,0.9847
Acc36I_BseMII,0.9689
Acc36I_BseRI,0.9321
Acc36I_BsgI,0.9707
Acc36I_BshFI,0.9713
Acc36I_BsiSI,0.9061
Acc36I_BsmI,0.9446
Acc36I_Bsp1286I,0.9489
Acc36I_Bsp1407I,0.841
Acc36I_Bsp19I,0.9758
Acc36I_BspCNI,0.9699
Acc36I_BspHI,0.9699
Acc36I_BspMAI,0.9756
Acc36I_BspQI,0.9676
Acc36I_BssT1I,0.9868
Acc36I_Bst6I,0.9621
Acc36I_BstDEI,0.9783
Acc36I_BstDSI,0.9563
Acc36I_BstEII,0.9648
Acc36I_BstENI,0.9796
Acc36I_BstKTI,0.9608
Acc36I_BstNSI,0.9239
Acc36I_BstX2I,0.9365
Acc36I_BstXI,0.9629
Acc36I_BtsI,0.9813
Acc36I_BtsIMutI,0.9742
Acc36I_CsiI,0.9431
Acc36I_Csp6I,0.9713
Acc36I_CspCI,0.882
Acc36I_CviAII,0.9437
Acc36I_DraI,0.9665
Acc36I_Eco147I,0.9692
Acc36I_Eco32I,0.9523
Acc36I_EcoO109I,0.9772
Acc36I_EcoT22I,0.9694
Acc36I_FaeI,0.9323
Acc36I_FalI,0.8354
Acc36I_FatI,0.9436
Acc36I_FauNDI,0.9655
Acc36I_FokI,0.981
Acc36I_HindIII,0.9584
Acc36I_Hpy188I,0.9798
Acc36I_HpyCH4V,0.9847
Acc36I_KpnI,0.9633
Acc36I_MaeIII,0.9655
Acc36I_MboII,0.9589
Acc36I_MfeI,0.9503
Acc36I_MluCI,0.7691
Acc36I_MlyI,0.9789
Acc36I_MnlI,0.9795
Acc36I_MseI,0.8645
Acc36I_MslI,0.9549
Acc36I_MssI,0.9466
Acc36I_NmeAIII,0.9213
Acc36I_PacI,0.9468
Acc36I_PaeI,0.9382
Acc36I_PaeR7I,0.9356
Acc36I_PasI,0.902
Acc36I_PciI,0.9529
Acc36I_PflFI,0.9682
Acc36I_PpuMI,0.9832
Acc36I_Psp124BI,0.973
Acc36I_PvuII,0.9647
Acc36I_SbfI,0.9122
Acc36I_SmiI,0.946
Acc36I_SmlI,0.9824
Acc36I_SspI,0.9716
Acc36I_TaqI,0.9424
Acc36I_TatI,0.9214
Acc36I_Tru9I,0.8645
Acc36I_TscAI,0.9747
Acc36I_Tsp45I,0.9625
Acc36I_TspDTI,0.9032
Acc36I_XbaI,0.9589
Acc36I_XcmI,0.9499
AccB7I_AclWI,0.9818
AccB7I_AcsI,0.8302
AccB7I_AcuI,0.9591
AccB7I_AflII,0.912
AccB7I_AflIII,0.8949
AccB7I_AgeI,0.8904
AccB7I_AgsI,0.9222
AccB7I_AhdI,0.9443
AccB7I_AhlI,0.9051
AccB7I_AjnI,0.9735
AccB7I_AjuI,0.74
AccB7I_AluBI,0.9719
AccB7I_Alw21I,0.9196
AccB7I_AlwNI,0.8776
AccB7I_Ama87I,0.9385
AccB7I_AseI,0.9178
AccB7I_Asp700I,0.9178
AccB7I_AspA2I,0.8753
AccB7I_AsuHPI,0.9863
AccB7I_AsuII,0.8776
AccB7I_AxyI,0.9534
AccB7I_BaeGI,0.9138
AccB7I_BalI,0.8975
AccB7I_BamHI,0.8505
AccB7I_BanII,0.9724
AccB7I_BauI,0.9221
AccB7I_BbsI,0.8887
AccB7I_BbvI,0.9575
AccB7I_BccI,0.9688
AccB7I_BciT130I,0.9725
AccB7I_BciVI,0.9513
AccB7I_BclI,0.915
AccB7I_BfaI,0.9203
AccB7I_BfmI,0.9519
AccB7I_BfuCI,0.9185
AccB7I_BglII,0.8761
AccB7I_BlpI,0.9266
AccB7I_BmcAI,0.9523
AccB7I_BmrI,0.9627
AccB7I_BmtI,0.9139
AccB7I_BplI,0.7876
AccB7I_BpmI,0.9593
AccB7I_Bpu10I,0.8489
AccB7I_BpuEI,0.9575
AccB7I_BsaJI,0.9717
AccB7I_BsaWI,0.8974
AccB7I_BsaXI,0.7762
AccB7I_Bse118I,0.8147
AccB7I_Bse1I,0.9935
AccB7I_Bse3DI,0.9182
AccB7I_BseGI,0.9774
AccB7I_BseMII,0.9572
AccB7I_BseRI,0.9696
AccB7I_BsgI,0.9175
AccB7I_BshFI,0.9742
AccB7I_BsiSI,0.9112
AccB7I_BsmI,0.9388
AccB7I_Bsp1286I,0.9677
AccB7I_Bsp1407I,0.9008
AccB7I_Bsp19I,0.9329
AccB7I_BspCNI,0.9553
AccB7I_BspHI,0.9074
AccB7I_BspMAI,0.9543
AccB7I_BspQI,0.944
AccB7I_BssT1I,0.982
AccB7I_Bst6I,0.9686
AccB7I_BstDEI,0.961
AccB7I_BstDSI,0.945
AccB7I_BstEII,0.9251
AccB7I_BstENI,0.9218
AccB7I_BstKTI,0.9191
AccB7I_BstNSI,0.9488
AccB7I_BstX2I,0.8965
AccB7I_BstXI,0.9211
AccB7I_BtsI,0.9515
AccB7I_BtsIMutI,0.9755
AccB7I_CsiI,0.8505
AccB7I_Csp6I,0.9723
AccB7I_CspCI,0.8272
AccB7I_CviAII,0.934
AccB7I_DraI,0.9331
AccB7I_Eco147I,0.9466
AccB7I_Eco32I,0.8888
AccB7I_EcoO109I,0.9659
AccB7I_EcoT22I,0.9103
AccB7I_FaeI,0.9297
AccB7I_FalI,0.7117
AccB7I_FatI,0.9342
AccB7I_FauNDI,0.8784
AccB7I_FokI,0.967
AccB7I_HindIII,0.9494
AccB7I_Hpy188I,0.9293
AccB7I_HpyCH4V,0.989
AccB7I_KpnI,0.9471
AccB7I_MaeIII,0.9631
AccB7I_MboII,0.9738
AccB7I_MfeI,0.8889
AccB7I_MluCI,0.8215
AccB7I_MlyI,0.9599
AccB7I_MnlI,0.9809
AccB7I_MseI,0.8858
AccB7I_MslI,0.9176
AccB7I_MssI,0.8943
AccB7I_NmeAIII,0.9577
AccB7I_PacI,0.8965
AccB7I_PaeI,0.8897
AccB7I_PaeR7I,0.8485
AccB7I_PasI,0.9567
AccB7I_PciI,0.9145
AccB7I_PflFI,0.8818
AccB7I_PpuMI,0.95
AccB7I_Psp124BI,0.8933
AccB7I_PvuII,0.9731
AccB7I_SbfI,0.9259
AccB7I_SmiI,0.9001
AccB7I_SmlI,0.967
AccB7I_SspI,0.943
AccB7I_TaqI,0.9731
AccB7I_TatI,0.9638
AccB7I_Tru9I,0.8858
AccB7I_TscAI,0.9752
AccB7I_Tsp45I,0.9776
AccB7I_TspDTI,0.8925
AccB7I_XbaI,0.9395
AccB7I_XcmI,0.9299
AclWI_AcsI,0.8802
AclWI_AcuI,0.9747
AclWI_AflII,0.9607
AclWI_AflIII,0.9758
AclWI_AgeI,0.9534
AclWI_AgsI,0.9006
AclWI_AhdI,0.9594
AclWI_AhlI,0.9451
AclWI_AjnI,0.9783
AclWI_AjuI,0.9257
AclWI_AluBI,0.9769
AclWI_Alw21I,0.9603
AclWI_AlwNI,0.9709
AclWI_Ama87I,0.9555
AclWI_AseI,0.9183
AclWI_Asp700I,0.9348
AclWI_AspA2I,0.9797
AclWI_AsuHPI,0.9839
AclWI_AsuII,0.9609
AclWI_AxyI,0.9558
AclWI_BaeGI,0.9403
AclWI_BalI,0.9636
AclWI_BamHI,0.9495
AclWI_BanII,0.9872
AclWI_BauI,0.9656
AclWI_BbsI,0.9638
AclWI_BbvI,0.9615
AclWI_BccI,0.9536
AclWI_BciT130I,0.9771
AclWI_BciVI,0.9501
AclWI_BclI,0.9527
AclWI_BfaI,0.9692
AclWI_BfmI,0.9791
AclWI_BfuCI,0.9006
AclWI_BglII,0.9302
AclWI_BlpI,0.9603
AclWI_BmcAI,0.9599
AclWI_BmrI,0.9654
AclWI_BmtI,0.9534
AclWI_BplI,0.954
AclWI_BpmI,0.9758
AclWI_Bpu10I,0.9646
AclWI_BpuEI,0.9653
AclWI_BsaJI,0.9833
AclWI_BsaWI,0.9712
AclWI_BsaXI,0.9272
AclWI_Bse118I,0.8889
AclWI_Bse1I,0.9903
AclWI_Bse3DI,0.9414
AclWI_BseGI,0.9745
AclWI_BseMII,0.9587
AclWI_BseRI,0.9773
AclWI_BsgI,0.9792
AclWI_BshFI,0.9619
AclWI_BsiSI,0.9202
AclWI_BsmI,0.943
AclWI_Bsp1286I,0.9827
AclWI_Bsp1407I,0.939
AclWI_Bsp19I,0.9616
AclWI_BspCNI,0.9606
AclWI_BspHI,0.9457
AclWI_BspMAI,0.9778
AclWI_BspQI,0.9827
AclWI_BssT1I,0.9888
AclWI_Bst6I,0.9793
AclWI_BstDEI,0.9671
AclWI_BstDSI,0.9661
AclWI_BstEII,0.9712
AclWI_BstENI,0.9314
AclWI_BstKTI,0.9
AclWI_BstNSI,0.9687
AclWI_BstX2I,0.9315
AclWI_BstXI,0.967
AclWI_BtsI,0.9637
AclWI_BtsIMutI,0.9772
AclWI_CsiI,0.961
AclWI_Csp6I,0.9687
AclWI_CspCI,0.9506
AclWI_CviAII,0.9244
AclWI_DraI,0.9638
AclWI_Eco147I,0.9675
AclWI_Eco32I,0.9469
AclWI_EcoO109I,0.9583
AclWI_EcoT22I,0.9343
AclWI_FaeI,0.9278
AclWI_FalI,0.9049
AclWI_FatI,0.9255
AclWI_FauNDI,0.9594
AclWI_FokI,0.9712
AclWI_HindIII,0.9501
AclWI_Hpy188I,0.9507
AclWI_HpyCH4V,0.9802
AclWI_KpnI,0.9353
AclWI_MaeIII,0.9768
AclWI_MboII,0.9722
AclWI_MfeI,0.9435
AclWI_MluCI,0.7713
AclWI_MlyI,0.9751
AclWI_MnlI,0.9824
AclWI_MseI,0.8568
AclWI_MslI,0.9165
AclWI_MssI,0.9493
AclWI_NmeAIII,0.9779
AclWI_PacI,0.9665
AclWI_PaeI,0.9468
AclWI_PaeR7I,0.9692
AclWI_PasI,0.973
AclWI_PciI,0.9722
AclWI_PflFI,0.9382
AclWI_PpuMI,0.9444
AclWI_Psp124BI,0.9007
AclWI_PvuII,0.9445
AclWI_SbfI,0.9528
AclWI_SmiI,0.9516
AclWI_SmlI,0.98
AclWI_SspI,0.9354
AclWI_TaqI,0.9555
AclWI_TatI,0.9283
AclWI_Tru9I,0.8568
AclWI_TscAI,0.9748
AclWI_Tsp45I,0.988
AclWI_TspDTI,0.8536
AclWI_XbaI,0.9406
AclWI_XcmI,0.9763
AcsI_AcuI,0.9691
AcsI_AflII,0.9027
AcsI_AflIII,0.835
AcsI_AgeI,0.6738
AcsI_AgsI,0.8777
AcsI_AhdI,0.7149
AcsI_AhlI,0.6797
AcsI_AjnI,0.9797
AcsI_AjuI,0.9237
AcsI_AluBI,0.9611
AcsI_Alw21I,0.8958
AcsI_AlwNI,0.9074
AcsI_Ama87I,0.9862
AcsI_AseI,0.6447
AcsI_Asp700I,0.7428
AcsI_AspA2I,0.7381
AcsI_AsuHPI,0.9768
AcsI_AsuII,0.6866
AcsI_AxyI,0.9327
AcsI_BaeGI,0.9836
AcsI_BalI,0.7852
AcsI_BamHI,0.7697
AcsI_BanII,0.9839
AcsI_BauI,0.6544
AcsI_BbsI,0.9154
AcsI_BbvI,0.9841
AcsI_BccI,0.9171
AcsI_BciT130I,0.9786
AcsI_BciVI,0.8621
AcsI_BclI,0.7238
AcsI_BfaI,0.8772
AcsI_BfmI,0.8563
AcsI_BfuCI,0.8341
AcsI_BglII,0.9422
AcsI_BlpI,0.942
AcsI_BmcAI,0.8003
AcsI_BmrI,0.9463
AcsI_BmtI,0.7946
AcsI_BplI,0.9568
AcsI_BpmI,0.8982
AcsI_Bpu10I,0.8791
AcsI_BpuEI,0.8726
AcsI_BsaJI,0.9874
AcsI_BsaWI,0.8012
AcsI_BsaXI,0.9271
AcsI_Bse118I,0.9647
AcsI_Bse1I,0.9758
AcsI_Bse3DI,0.5602
AcsI_BseGI,0.9106
AcsI_BseMII,0.9287
AcsI_BseRI,0.9727
AcsI_BsgI,0.8078
AcsI_BshFI,0.9795
AcsI_BsiSI,0.9179
AcsI_BsmI,0.6245
AcsI_Bsp1286I,0.9882
AcsI_Bsp1407I,0.6879
AcsI_Bsp19I,0.9058
AcsI_BspCNI,0.9275
AcsI_BspHI,0.7502
AcsI_BspMAI,0.8491
AcsI_BspQI,0.8919
AcsI_BssT1I,0.9876
AcsI_Bst6I,0.9417
AcsI_BstDEI,0.9499
AcsI_BstDSI,0.9855
AcsI_BstEII,0.9228
AcsI_BstENI,0.8162
AcsI_BstKTI,0.8345
AcsI_BstNSI,0.9151
AcsI_BstX2I,0.9087
AcsI_BstXI,0.7194
AcsI_BtsI,0.8045
AcsI_BtsIMutI,0.9156
AcsI_CsiI,0.8112
AcsI_Csp6I,0.8774
AcsI_CspCI,0.8391
AcsI_CviAII,0.836
AcsI_DraI,0.8787
AcsI_Eco147I,0.9516
AcsI_Eco32I,0.8278
AcsI_EcoO109I,0.9809
AcsI_EcoT22I,0.7353
AcsI_FaeI,0.8321
AcsI_FalI,0.8314
AcsI_FatI,0.8369
AcsI_FauNDI,0.8911
AcsI_FokI,0.897
AcsI_HindIII,0.891
AcsI_Hpy188I,0.8874
AcsI_HpyCH4V,0.9379
AcsI_KpnI,0.8303
AcsI_MaeIII,0.8854
AcsI_MboII,0.951
AcsI_MfeI,0.7011
AcsI_MluCI,0.8129
AcsI_MlyI,0.9246
AcsI_MnlI,0.9831
AcsI_MseI,0.8743
AcsI_MslI,0.9139
AcsI_MssI,0.7124
AcsI_NmeAIII,0.9831
AcsI_PacI,0.5706
AcsI_PaeI,0.9007
AcsI_PaeR7I,0.902
AcsI_PasI,0.8839
AcsI_PciI,0.8028
AcsI_PflFI,0.928
AcsI_PpuMI,0.9428
AcsI_Psp124BI,0.835
AcsI_PvuII,0.927
AcsI_SbfI,0.7417
AcsI_SmiI,0.7095
AcsI_SmlI,0.9563
AcsI_SspI,0.9105
AcsI_TaqI,0.9542
AcsI_TatI,0.9062
AcsI_Tru9I,0.8743
AcsI_TscAI,0.8996
AcsI_Tsp45I,0.9547
AcsI_TspDTI,0.915
AcsI_XbaI,0.7522
AcsI_XcmI,0.9329
AcuI_AflII,0.8722
AcuI_AflIII,0.8901
AcuI_AgeI,0.8066
AcuI_AgsI,0.9879
AcuI_AhdI,0.8493
AcuI_AhlI,0.8625
AcuI_AjnI,0.9725
AcuI_AjuI,0.8797
AcuI_AluBI,0.9847
AcuI_Alw21I,0.9479
AcuI_AlwNI,0.9629
AcuI_Ama87I,0.9084
AcuI_AseI,0.9374
AcuI_Asp700I,0.8071
AcuI_AspA2I,0.8995
AcuI_AsuHPI,0.9796
AcuI_AsuII,0.7912
AcuI_AxyI,0.9631
AcuI_BaeGI,0.9335
AcuI_BalI,0.9345
AcuI_BamHI,0.8709
AcuI_BanII,0.959
AcuI_BauI,0.9277
AcuI_BbsI,0.9439
AcuI_BbvI,0.9555
AcuI_BccI,0.9803
AcuI_BciT130I,0.9717
AcuI_BciVI,0.8616
AcuI_BclI,0.8833
AcuI_BfaI,0.9182
AcuI_BfmI,0.9671
AcuI_BfuCI,0.9871
AcuI_BglII,0.8171
AcuI_BlpI,0.9536
AcuI_BmcAI,0.9047
AcuI_BmrI,0.9258
AcuI_BmtI,0.8256
AcuI_BplI,0.931
AcuI_BpmI,0.9769
AcuI_Bpu10I,0.929
AcuI_BpuEI,0.9232
AcuI_BsaJI,0.9703
AcuI_BsaWI,0.9491
AcuI_BsaXI,0.9308
AcuI_Bse118I,0.9293
AcuI_Bse1I,0.9849
AcuI_Bse3DI,0.9216
AcuI_BseGI,0.9662
AcuI_BseMII,0.9725
AcuI_BseRI,0.9075
AcuI_BsgI,0.9695
AcuI_BshFI,0.9561
AcuI_BsiSI,0.8679
AcuI_BsmI,0.9226
AcuI_Bsp1286I,0.9648
AcuI_Bsp1407I,0.8235
AcuI_Bsp19I,0.913
AcuI_BspCNI,0.9723
AcuI_BspHI,0.8505
AcuI_BspMAI,0.9547
AcuI_BspQI,0.7394
AcuI_BssT1I,0.9799
AcuI_Bst6I,0.9088
AcuI_BstDEI,0.9691
AcuI_BstDSI,0.9329
AcuI_BstEII,0.8517
AcuI_BstENI,0.9528
AcuI_BstKTI,0.9868
AcuI_BstNSI,0.9607
AcuI_BstX2I,0.9769
AcuI_BstXI,0.9358
AcuI_BtsI,0.9687
AcuI_BtsIMutI,0.9868
AcuI_CsiI,0.8017
AcuI_Csp6I,0.9806
AcuI_CspCI,0.8362
AcuI_CviAII,0.9657
AcuI_DraI,0.946
AcuI_Eco147I,0.9172
AcuI_Eco32I,0.8044
AcuI_EcoO109I,0.9759
AcuI_EcoT22I,0.8867
AcuI_FaeI,0.9603
AcuI_FalI,0.9043
AcuI_FatI,0.966
AcuI_FauNDI,0.8251
AcuI_FokI,0.9698
AcuI_HindIII,0.915
AcuI_Hpy188I,0.9451
AcuI_HpyCH4V,0.98
AcuI_KpnI,0.8044
AcuI_MaeIII,0.9633
AcuI_MboII,0.9818
AcuI_MfeI,0.7883
AcuI_MluCI,0.8404
AcuI_MlyI,0.9803
AcuI_MnlI,0.983
AcuI_MseI,0.8958
AcuI_MslI,0.9667
AcuI_MssI,0.7945
AcuI_NmeAIII,0.9436
AcuI_PacI,0.7958
AcuI_PaeI,0.9202
AcuI_PaeR7I,0.7643
AcuI_PasI,0.887
AcuI_PciI,0.8119
AcuI_PflFI,0.8792
AcuI_PpuMI,0.9663
AcuI_Psp124BI,0.8554
AcuI_PvuII,0.9664
AcuI_SbfI,0.8791
AcuI_SmiI,0.7974
AcuI_SmlI,0.9219
AcuI_SspI,0.8549
AcuI_TaqI,0.9334
AcuI_TatI,0.966
AcuI_Tru9I,0.8958
AcuI_TscAI,0.988
AcuI_Tsp45I,0.9722
AcuI_TspDTI,0.9411
AcuI_XbaI,0.8702
AcuI_XcmI,0.8454
AflII_AflIII,0.8722
AflII_AgeI,0.678
AflII_AgsI,0.9103
AflII_AhdI,0.6983
AflII_AhlI,0.8167
AflII_AjnI,0.9717
AflII_AjuI,0.4262
AflII_AluBI,0.9774
AflII_Alw21I,0.937
AflII_AlwNI,0.9364
AflII_Ama87I,0.8998
AflII_AseI,0.8574
AflII_Asp700I,0.878
AflII_AspA2I,0.764
AflII_AsuHPI,0.9879
AflII_AsuII,0.6631
AflII_AxyI,0.8612
AflII_BaeGI,0.8941
AflII_BalI,0.872
AflII_BamHI,0.7944
AflII_BanII,0.9637
AflII_BauI,0.8869
AflII_BbsI,0.8043
AflII_BbvI,0.9484
AflII_BccI,0.9604
AflII_BciT130I,0.9704
AflII_BciVI,0.7511
AflII_BclI,0.9112
AflII_BfaI,0.9269
AflII_BfmI,0.8094
AflII_BfuCI,0.9374
AflII_BglII,0.895
AflII_BlpI,0.8932
AflII_BmcAI,0.8783
AflII_BmrI,0.9661
AflII_BmtI,0.7875
AflII_BplI,0.7542
AflII_BpmI,0.9696
AflII_Bpu10I,0.7685
AflII_BpuEI,0.9403
AflII_BsaJI,0.9734
AflII_BsaWI,0.8691
AflII_BsaXI,0.7592
AflII_Bse118I,0.8608
AflII_Bse1I,0.9711
AflII_Bse3DI,0.5696
AflII_BseGI,0.9677
AflII_BseMII,0.9571
AflII_BseRI,0.908
AflII_BsgI,0.9622
AflII_BshFI,0.9598
AflII_BsiSI,0.9186
AflII_BsmI,0.8218
AflII_Bsp1286I,0.9601
AflII_Bsp1407I,0.6514
AflII_Bsp19I,0.9019
AflII_BspCNI,0.9552
AflII_BspHI,0.6876
AflII_BspMAI,0.8763
AflII_BspQI,0.9256
AflII_BssT1I,0.9842
AflII_Bst6I,0.95
AflII_BstDEI,0.9656
AflII_BstDSI,0.9247
AflII_BstEII,0.7557
AflII_BstENI,0.9016
AflII_BstKTI,0.9374
AflII_BstNSI,0.837
AflII_BstX2I,0.8457
AflII_BstXI,0.7256
AflII_BtsI,0.9552
AflII_BtsIMutI,0.9868
AflII_CsiI,0.8618
AflII_Csp6I,0.947
AflII_CspCI,0.6475
AflII_CviAII,0.857
AflII_DraI,0.9672
AflII_Eco147I,0.8808
AflII_Eco32I,0.6617
AflII_EcoO109I,0.9735
AflII_EcoT22I,0.7371
AflII_FaeI,0.849
