(BstKTI) AND (CviAII),317_1157,160_1000,6824.0,31.3,258.61,6.17,1.57860629612370,0.988606281662193,0.25|0.2,6824
(DpnII OR MboI OR NdeII) AND (CviAII),317_1157,160_1000,6821.0,31.29,258.575,6.17,1.57873848382492,0.993124219359346,0.25|0.2,6821
(ScaI) AND (MseI OR SaqAI OR Tru1I),277_477,120_320,6217.0,28.52,235.775,6.77,1.57891688615746,0.948053070122811,0.25|0.2,6217
(ScaI) AND (Tru9I),277_477,120_320,6217.0,28.52,235.775,6.77,1.57891688615746,0.948053070122811,0.25|0.2,6217
(MboII) AND (SspI),317_637,160_480,5486.0,25.16,208.524,7.65,1.57990024389605,0.961977233494792,0.25|0.2,5486
(AluBI),297_997,140_840,6068.0,27.83,230.741,6.91,1.58007919835654,0.930286960728349,0.25|0.2,6068
(ApoI OR XapI) AND (BclI),277_957,120_800,5582.0,25.6,212.539,7.51,1.58064880073123,0.986485296392711,0.25|0.2,5582
(AflIII) AND (MseI OR SaqAI OR Tru1I),277_477,120_320,6388.0,29.3,243.426,6.55,1.58100205530798,0.946133852923872,0.25|0.2,6388
(AflIII) AND (Tru9I),277_477,120_320,6388.0,29.3,243.426,6.55,1.58100205530798,0.946133852923872,0.25|0.2,6388
(AflIII) AND (AluBI),297_637,140_480,5646.0,25.9,215.185,7.41,1.58107112067288,0.926036623061120,0.25|0.2,5646
(Eco32I OR EcoRV) AND (MluCI OR Sse9I OR TasI),297_1157,140_1000,6947.0,31.87,264.93,6.02,1.58133384061107,0.971467802411091,0.25|0.2,6947
(NdeI) AND (MseI OR SaqAI OR Tru1I),277_477,120_320,6219.0,28.53,237.315,6.72,1.58160463277906,0.941057167344912,0.25|0.2,6219
(NdeI) AND (Tru9I),277_477,120_320,6219.0,28.53,237.315,6.72,1.58160463277906,0.941057167344912,0.25|0.2,6219
(AluBI) AND (CviAII),337_1157,180_1000,5661.0,25.97,216.095,7.38,1.58175156342146,0.981786265275045,0.25|0.2,5661
(MluCI OR Sse9I OR TasI) AND (SspI),297_637,140_480,6095.0,27.96,232.717,6.86,1.58185439974626,0.960965509584779,0.25|0.2,6095
(BstKTI) AND (SspI),337_957,180_800,5684.0,26.07,217.032,7.35,1.58186970329737,0.985605092543917,0.25|0.2,5684
(Eco32I OR EcoRV) AND (Tru9I),277_477,120_320,6242.0,28.63,238.372,6.69,1.58193147600207,0.944260398342359,0.25|0.2,6242
(Eco32I OR EcoRV) AND (MseI OR SaqAI OR Tru1I),277_477,120_320,6242.0,28.63,238.372,6.69,1.58193147600207,0.944260398342359,0.25|0.2,6242
(AluBI) AND (MboII),297_1157,140_1000,7327.0,33.61,280.289,5.69,1.58267986257861,0.965088677506403,0.25|0.2,7327
(MluCI OR Sse9I OR TasI) AND (PflFI OR PsyI OR Tth111I),297_1157,140_1000,6931.0,31.79,265.186,6.02,1.58275469372411,0.976901749214582,0.25|0.2,6931
(DpnII OR MboI OR NdeII) AND (SspI),337_957,180_800,5669.0,26.0,216.968,7.35,1.58288922870910,0.986153572461465,0.25|0.2,5669
(AseI OR PshBI OR VspI) AND (MluCI OR Sse9I OR TasI),297_1137,140_980,6833.0,31.34,261.542,6.1,1.58293001972186,0.966275200925722,0.25|0.2,6833
(AlwI) AND (Tru9I),297_477,140_320,5592.0,25.65,214.135,7.45,1.58312049504989,0.964522010416788,0.25|0.2,5592
(AlwI) AND (MseI OR SaqAI OR Tru1I),297_477,140_320,5592.0,25.65,214.135,7.45,1.58312049504989,0.964522010416788,0.25|0.2,5592
(AluBI) AND (Eco32I OR EcoRV),297_977,140_820,6267.0,28.75,240.1,6.65,1.58333246535706,0.932709964030467,0.25|0.2,6267
(MboII) AND (TaqI),297_1157,140_1000,7492.0,34.37,287.068,5.56,1.58338701488360,0.975387488434599,0.25|0.2,7492
(NdeI) AND (MluCI OR Sse9I OR TasI),297_1157,140_1000,6866.0,31.49,263.585,6.05,1.58421689286189,0.971958442851545,0.25|0.2,6866
(AflIII) AND (MluCI OR Sse9I OR TasI),297_1117,140_960,6822.0,31.29,261.921,6.09,1.58425860511214,0.958970764614116,0.25|0.2,6822
(MluCI OR Sse9I OR TasI) AND (PacI),297_1137,140_980,6868.0,31.5,263.728,6.05,1.58432595479467,0.964518200044827,0.25|0.2,6868
(MluCI OR Sse9I OR TasI),297_1137,140_980,6867.0,31.5,263.77,6.05,1.58445835194598,0.965332515293201,0.25|0.2,6867
(ApoI OR XapI) AND (MluCI OR Sse9I OR TasI),297_1137,140_980,6867.0,31.5,263.77,6.05,1.58445835194598,0.965332515293201,0.25|0.2,6867
(MluCI OR Sse9I OR TasI) AND (MssI OR PmeI),297_1137,140_980,6865.0,31.49,263.738,6.05,1.58453216691367,0.964644529314866,0.25|0.2,6865
(MluCI OR Sse9I OR TasI) AND (SmiI OR SwaI),297_1137,140_980,6850.0,31.42,263.428,6.06,1.58497136313945,0.963730744361239,0.25|0.2,6850
(AluBI) AND (BclI),297_697,140_540,5574.0,25.57,214.48,7.44,1.58521983659754,0.924470648161923,0.25|0.2,5574
(BclI) AND (MluCI OR Sse9I OR TasI),297_1137,140_980,6888.0,31.59,265.109,6.02,1.58533133309734,0.968506001924168,0.25|0.2,6888
(NsiI) AND (MluCI OR Sse9I OR TasI),297_1137,140_980,6827.0,31.32,262.916,6.07,1.58558711345731,0.966012482536340,0.25|0.2,6827
(AsuII OR SfuI) AND (BstKTI),317_1117,160_960,5656.0,25.94,218.148,7.31,1.58624183490234,0.976010614350178,0.25|0.2,5656
(DraI) AND (MboII),297_617,140_460,6108.0,28.02,235.654,6.77,1.58637578750497,0.976517964284163,0.25|0.2,6108
(CviAII) AND (TaqI),297_977,140_820,7699.0,35.31,297.165,5.37,1.58656333740450,0.975817748958259,0.25|0.2,7699
(SspI) AND (TaqI),317_997,160_840,5498.0,25.22,212.434,7.51,1.58701929117069,0.987804862718573,0.25|0.2,5498
(AluBI) AND (AsuII OR SfuI),297_997,140_840,6285.0,28.83,242.879,6.57,1.58708468408662,0.940152687054241,0.25|0.2,6285
(DpnII OR MboI OR NdeII) AND (NdeI),317_1137,160_980,5733.0,26.3,221.601,7.2,1.58718977408994,0.983233014750969,0.25|0.2,5733
(AsuII OR SfuI) AND (DpnII OR MboI OR NdeII),317_1117,160_960,5643.0,25.88,218.164,7.31,1.58727303745232,0.979171251406854,0.25|0.2,5643
(BstKTI) AND (NdeI),317_1137,160_980,5728.0,26.27,221.6,7.2,1.58756674675659,0.985474766510681,0.25|0.2,5728
(AflIII) AND (BstKTI),317_1057,160_900,5965.0,27.36,230.968,6.91,1.58794136571218,0.985084240212888,0.25|0.2,5965
(AflIII) AND (DpnII OR MboI OR NdeII),337_1157,180_1000,5528.0,25.36,214.063,7.45,1.58797357321566,0.993027961644095,0.25|0.2,5528
(DpnII OR MboI OR NdeII) AND (Csp6I OR CviQI),317_1157,160_1000,6613.0,30.33,256.082,6.23,1.58798053028453,0.990044937036060,0.25|0.2,6613
(BstKTI) AND (Csp6I OR CviQI),317_1137,160_980,6598.0,30.26,255.723,6.24,1.58835747948369,0.987655622520385,0.25|0.2,6598
(AsuII OR SfuI) AND (MluCI OR Sse9I OR TasI),297_1157,140_1000,6807.0,31.22,264.102,6.04,1.58881593945380,0.985362176793529,0.25|0.2,6807
