>BsaWI_BssAI
5,94
6,838
7,510
8,624
9,734
10,421
11,304
12,459
13,685
14,398
15,491
16,588
17,450
18,482
19,435
20,437
21,489
22,453
23,508
24,485
25,407
26,440
27,514
28,593
29,562
30,503
31,561
32,494
33,519
34,535
35,544
36,543
37,461
38,445
39,446
40,454
41,444
42,437
43,452
44,465
45,443
46,481
47,449
48,463
49,622
50,417
51,445
52,436
53,462
54,435
55,435
56,395
57,410
58,309
59,397
60,424
61,430
62,381
63,394
64,390
65,383
66,457
67,388
68,443
69,397
70,373
71,392
72,410
73,537
74,353
75,342
76,362
77,360
78,375
79,325
80,401
81,545
82,381
83,377
84,469
85,401
86,452
87,357
88,330
89,368
90,624
91,333
92,367
93,378
94,405
95,319
96,336
97,349
98,397
99,285
100,331
101,353
102,355
103,321
104,322
105,348
106,386
107,300
108,313
109,314
110,285
111,292
112,311
113,292
114,323
115,292
116,331
117,327
118,312
119,345
120,298
121,335
122,323
123,321
124,340
125,327
126,329
127,306
128,315
129,357
130,498
131,335
132,338
133,389
134,460
135,294
136,273
137,284
138,353
139,306
140,263
141,298
142,278
143,356
144,267
145,271
146,258
147,303
148,284
149,310
150,261
151,293
152,287
153,326
154,263
155,271
156,259
157,280
158,252
159,281
160,269
161,244
162,258
163,254
164,288
165,273
166,275
167,264
168,278
169,275
170,256
171,283
172,264
173,276
174,274
175,303
176,264
177,332
178,255
179,231
180,281
181,248
182,274
183,270
184,292
185,283
186,221
187,255
188,250
189,220
190,284
191,256
192,258
193,242
194,226
195,237
196,237
197,238
198,245
199,285
200,241
201,233
202,256
203,234
204,228
205,243
206,252
207,231
208,216
209,240
210,258
211,234
212,204
213,253
214,229
215,231
216,237
217,260
218,250
219,246
220,272
221,214
222,237
223,225
224,252
225,268
226,241
227,235
228,260
229,217
230,215
231,237
232,224
233,249
234,204
235,229
236,224
237,194
238,222
239,219
240,209
241,212
242,236
243,249
244,212
245,223
246,185
247,215
248,204
249,217
250,211
251,218
252,253
253,196
254,213
255,224
256,241
257,230
258,257
259,228
260,223
261,215
262,214
263,200
264,207
265,199
266,245
267,219
268,304
269,693
270,204
271,217
272,214
273,204
274,194
275,194
276,203
277,231
278,191
279,223
280,191
281,220
282,189
283,202
284,177
285,192
286,191
287,216
288,191
289,201
290,223
291,200
292,190
293,207
294,211
295,204
296,170
297,195
298,174
299,201
300,186
301,218
302,183
303,169
304,168
305,202
306,198
307,176
308,184
309,178
310,187
311,236
312,188
313,190
314,225
315,183
316,211
317,164
318,190
319,200
320,173
321,180
322,187
323,203
324,210
325,190
326,190
327,186
328,161
329,192
330,202
331,203
332,183
333,190
334,191
335,178
336,206
337,202
338,193
339,216
340,192
341,182
342,194
343,189
344,202
345,175
346,187
347,174
348,162
349,191
350,181
351,191
352,192
353,167
354,202
355,165
356,195
357,183
358,197
359,185
360,176
361,200
362,168
363,183
364,201
365,176
366,189
367,206
368,160
369,170
370,207
371,159
372,175
373,177
374,179
375,148
376,178
377,176
378,197
379,181
380,175
381,179
382,145
383,141
384,158
385,182
386,161
387,170
388,198
389,172
390,185
391,165
392,166
393,136
394,177
395,167
396,170
397,172
398,192
399,146
400,170
401,152
402,175
403,155
404,168
405,202
406,172
407,165
408,193
409,160
410,168
411,156
412,174
413,164
414,166
415,168
416,171
417,145
418,160
419,162
420,169
421,163
422,175
423,142
424,140
425,158
426,159
427,155
428,156
429,188
430,152
431,165
432,151
433,125
434,178
435,149
436,189
437,167
438,154
439,177
440,164
441,154
442,159
443,136
444,148
445,161
446,152
447,162
448,140
449,161
450,149
451,152
452,146
453,149
454,149
455,146
456,166
457,153
458,127
459,163
460,162
461,135
462,141
463,148
464,139
465,151
466,150
467,155
468,156
469,143
470,154
471,160
472,169
473,157
474,147
475,154
476,181
477,135
478,137
479,131
480,156
481,134
482,161
483,122
484,136
485,140
486,156
487,140
488,137
489,139
490,159
491,141
492,160
493,143
494,133
495,138
496,141
497,154
498,147
499,143
500,134
501,136
502,147
503,169
504,142
505,151
506,146
507,150
508,154
509,136
510,125
511,130
512,142
513,119
514,143
515,143
516,143
517,135
518,123
519,129
520,135
521,120
522,118
523,140
524,133
525,154
526,132
527,134
528,125
529,150
530,128
531,136
532,134
533,136
534,140
535,123
536,137
537,151
538,152
539,124
540,139
541,130
542,135
543,114
544,153
545,144
546,139
547,138
548,102
549,147
550,118
551,143
552,126
553,126
554,117
555,115
556,111
557,134
558,141
559,125
560,133
561,109
562,124
563,129
564,125
565,109
566,143
567,182
568,91
569,142
570,132
571,127
572,118
573,120
574,128
575,139
576,133
577,126
578,144
579,136
580,272
581,133
582,157
583,127
584,137
585,124
586,162
587,118
588,138
589,122
590,93
591,131
592,147
593,140
594,120
595,138
596,134
597,136
598,138
599,124
600,121
601,128
602,133
603,136
604,124
605,105
606,152
607,130
608,122
609,136
610,117
611,126
612,137
613,135
614,121
615,114
616,132
617,123
618,110
619,133
620,101
621,136
622,125
623,108
624,113
625,125
626,140
627,127
628,113
629,118
630,132
631,117
632,141
633,129
634,116
635,152
636,139
637,127
638,141
639,131
640,131
641,137
642,159
643,150
644,127
645,126
646,101
647,118
648,128
649,120
650,113
651,134
652,120
653,115
654,111
655,121
656,123
657,125
658,125
659,115
660,112
661,96
662,125
663,125
664,123
665,128
666,133
667,125
668,119
669,112
670,113
671,143
672,125
673,110
674,127
675,104
676,122
677,149
678,116
679,118
680,127
681,132
682,126
683,125
684,107
685,126
686,130
687,114
688,115
689,97
690,115
691,104
692,114
693,102
694,122
695,105
696,117
697,120
698,106
699,110
700,120
701,96
702,93
703,127
704,99
705,121
706,110
707,111
708,128
709,112
710,108
711,121
712,109
713,112
714,109
715,126
716,112
717,97
718,115
719,124
720,116
721,104
722,109
723,113
724,88
725,96
726,111
727,120
728,114
729,115
730,115
731,122
732,134
733,93
734,118
735,101
736,116
737,126
738,121
739,123
740,118
741,95
742,124
743,102
744,90
745,116
746,90
747,93
748,128
749,108
750,120
751,103
752,106
753,107
754,114
755,113
756,105
757,120
758,93
759,87
760,99
761,99
762,101
763,89
764,129
765,97
766,116
767,102
768,104
769,110
770,104
771,110
772,99
773,107
774,102
775,115
776,111
777,111
778,110
779,120
780,108
781,100
782,99
783,87
784,98
785,99
786,102
787,88
788,124
789,118
790,93
791,108
792,76
793,123
794,108
795,123
796,102
797,84
798,108
799,97
800,102
801,101
802,116
803,91
804,106
805,79
806,100
807,111
808,107
809,125
810,100
811,118
812,116
813,111
814,110
815,105
816,104
817,115
818,112
819,90
820,101
821,95
822,100
823,105
824,109
825,123
826,91
827,93
828,107
829,98
830,85
831,101
832,90
833,91
834,92
835,108
836,109
837,116
838,113
839,114
840,94
841,110
842,90
843,106
844,88
845,111
846,95
847,123
848,101
849,108
850,94
851,97
852,120
853,111
854,102
855,110
856,89
857,99
858,100
859,97
860,102
861,92
862,100
863,93
864,109
865,125
866,96
867,126
868,121
869,98
870,104
871,78
872,96
873,95
874,98
875,98
876,100
877,97
878,83
879,98
880,104
881,93
882,107
883,89
884,88
885,79
886,92
887,90
888,94
889,90
890,107
891,138
892,99
893,96
894,107
895,115
896,90
897,121
898,99
899,109
900,85
901,92
902,99
903,107
904,109
905,90
906,105
907,89
908,117
909,79
910,90
911,90
912,91
913,101
914,67
915,85
916,99
917,102
918,89
919,105
